Product Name,Cash Value ($),Voucher Value ($),CeX Sell Price ($),Voucher Bonus ($),Cash % of Sell,Trade % of Sell,Category,Category ID,System / Platform,Stock Status,Barcode / ID,CeX Sell Link
"Goldeneye 007 Gold Controller, C",13.00,20.00,38.00,7.00,34.2%,52.6%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,503091709GEWCC,https://au.webuy.com/sell/product-detail?id=503091709GEWCC
"Goldeneye 007 Gold Controller, A",16.00,26.00,48.00,10.00,33.3%,54.2%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,503091709GEWCA,https://au.webuy.com/sell/product-detail?id=503091709GEWCA
"Value Wii Nunchuck - Wireless, C",0.80,1.30,3.00,0.50,26.7%,43.3%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,5016743074111C,https://au.webuy.com/sell/product-detail?id=5016743074111C
"Value Wii Nunchuck - Wireless, A",2.00,3.00,8.00,1.00,25.0%,37.5%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,5016743074111A,https://au.webuy.com/sell/product-detail?id=5016743074111A
"Wii/Wii U Official Remote Plus Yoshi, C",31.00,49.00,90.00,18.00,34.4%,54.4%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,4902370521801C,https://au.webuy.com/sell/product-detail?id=4902370521801C
"Wii/Wii U Official Remote Plus Princess Peach, C",29.00,46.00,85.00,17.00,34.1%,54.1%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,4902370521795C,https://au.webuy.com/sell/product-detail?id=4902370521795C
"Wii/Wii U Official Remote Plus Princess Peach, A",38.00,60.00,110.00,22.00,34.5%,54.5%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,4902370521795A,https://au.webuy.com/sell/product-detail?id=4902370521795A
"Nintendo Wii Official SNES Controller, C",11.00,17.00,32.00,6.00,34.4%,53.1%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,04549689OWSNC,https://au.webuy.com/sell/product-detail?id=04549689OWSNC
"Nintendo Wii Official SNES Controller, A",14.00,23.00,42.00,9.00,33.3%,54.8%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,04549689OWSNA,https://au.webuy.com/sell/product-detail?id=04549689OWSNA
"Nintendo Wii Official SNES Controller, B",14.00,22.00,40.00,8.00,35.0%,55.0%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Store & Online,04549689OWSN,https://au.webuy.com/sell/product-detail?id=04549689OWSN
"Wii/Wii U Official Remote Plus Toad White, C",31.00,49.00,90.00,18.00,34.4%,54.4%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,045496892463C,https://au.webuy.com/sell/product-detail?id=045496892463C
"Nintendo Wii Official Remote Plus White, C",21.00,33.00,60.00,12.00,35.0%,55.0%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Store & Online,045496890629C,https://au.webuy.com/sell/product-detail?id=045496890629C
"Nintendo Wii Official Remote Plus White, A",28.00,44.00,80.00,16.00,35.0%,55.0%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,045496890629A,https://au.webuy.com/sell/product-detail?id=045496890629A
"Wii/Wii U Official Remote Plus Luigi Green, C",28.00,44.00,80.00,16.00,35.0%,55.0%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,04549689061GC,https://au.webuy.com/sell/product-detail?id=04549689061GC
"Wii/Wii U Official Remote Plus Luigi Green, A",35.00,55.00,100.00,20.00,35.0%,55.0%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,04549689061GA,https://au.webuy.com/sell/product-detail?id=04549689061GA
"Wii/Wii U Official Remote Plus Bowser Yellow, C",26.00,41.00,75.00,15.00,34.7%,54.7%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,04549689061BYC,https://au.webuy.com/sell/product-detail?id=04549689061BYC
"Wii/Wii U Official Remote Plus Bowser Yellow, A",33.00,52.00,95.00,19.00,34.7%,54.7%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,04549689061BYA,https://au.webuy.com/sell/product-detail?id=04549689061BYA
"Nintendo Wii Official Remote Plus Pink, A",28.00,44.00,80.00,16.00,35.0%,55.0%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,045496890612A,https://au.webuy.com/sell/product-detail?id=045496890612A
"Nintendo Wii Official Remote Plus Blue, A",28.00,44.00,80.00,16.00,35.0%,55.0%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,045496890605A,https://au.webuy.com/sell/product-detail?id=045496890605A
"Nintendo Wii Official Remote Plus Black, A",28.00,44.00,80.00,16.00,35.0%,55.0%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,045496890599A,https://au.webuy.com/sell/product-detail?id=045496890599A
"Nintendo Wii Official Classic Black Controller Pro, C",11.00,17.00,32.00,6.00,34.4%,53.1%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,045496890421C,https://au.webuy.com/sell/product-detail?id=045496890421C
"Nintendo Wii Official Classic Black Controller Pro, A",14.00,23.00,42.00,9.00,33.3%,54.8%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,045496890421A,https://au.webuy.com/sell/product-detail?id=045496890421A
"Nintendo Wii Official Classic Controller, A",13.00,20.00,38.00,7.00,34.2%,52.6%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,045496890056A,https://au.webuy.com/sell/product-detail?id=045496890056A
"Nintendo Wii/Wii U Official Zelda Remote Plus, C",31.00,49.00,90.00,18.00,34.4%,54.4%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,04549640ZERPC,https://au.webuy.com/sell/product-detail?id=04549640ZERPC
"Nintendo Wii/Wii U Official Zelda Remote Plus, A",36.00,57.00,105.00,21.00,34.3%,54.3%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,04549640ZERPA,https://au.webuy.com/sell/product-detail?id=04549640ZERPA
"Wii/Wii U Official Remote Plus Mario Red, C",26.00,41.00,75.00,15.00,34.7%,54.7%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,0045496321215C,https://au.webuy.com/sell/product-detail?id=0045496321215C
"Wii/Wii U Official Remote Plus Mario Red, A",30.00,48.00,88.00,18.00,34.1%,54.5%,Wii Controllers,1109,"Wii, Gaming Accessories, Gaming Controllers",Out of Stock,0045496321215A,https://au.webuy.com/sell/product-detail?id=0045496321215A
"Wii Party (Game Only), + Manual, Boxed",29.00,46.00,85.00,17.00,34.1%,54.1%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS1236B,https://au.webuy.com/sell/product-detail?id=SLEGWIIS1236B
"Fire Emblem: Radiant Dawn, No Manual, Boxed",80.00,104.00,160.00,24.00,50.0%,65.0%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS382C,https://au.webuy.com/sell/product-detail?id=SLEGWIIS382C
"Wii Party (Game Only), No Manual, Boxed",28.00,44.00,80.00,16.00,35.0%,55.0%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS1236C,https://au.webuy.com/sell/product-detail?id=SLEGWIIS1236C
"Pokepark 2: Wonders Beyond, + Manual, Boxed",31.00,49.00,90.00,18.00,34.4%,54.4%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS861B,https://au.webuy.com/sell/product-detail?id=SLEGWIIS861B
"Muramasa: The Demon Blade, + Manual, Boxed",57.00,74.00,115.00,17.00,49.6%,64.3%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS729B,https://au.webuy.com/sell/product-detail?id=SLEGWIIS729B
"Manhunt 2 (18), + Manual, Boxed",29.00,46.00,85.00,17.00,34.1%,54.1%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS655B,https://au.webuy.com/sell/product-detail?id=SLEGWIIS655B
"Punch-Out!!, + Manual, Boxed",52.00,68.00,105.00,16.00,49.5%,64.8%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS884B,https://au.webuy.com/sell/product-detail?id=SLEGWIIS884B
"Punch-Out!!, Mint",75.00,97.00,150.00,22.00,50.0%,64.7%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS884A,https://au.webuy.com/sell/product-detail?id=SLEGWIIS884A
"Metroid Prime: Trilogy, + Manual, Boxed",70.00,91.00,140.00,21.00,50.0%,65.0%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS692B,https://au.webuy.com/sell/product-detail?id=SLEGWIIS692B
"Wii Party (Game Only), Mint",33.00,52.00,95.00,19.00,34.7%,54.7%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS1236A,https://au.webuy.com/sell/product-detail?id=SLEGWIIS1236A
"Silent Hill: Shattered Memories, No Manual, Boxed",90.00,117.00,180.00,27.00,50.0%,65.0%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS995C,https://au.webuy.com/sell/product-detail?id=SLEGWIIS995C
"Silent Hill: Shattered Memories, + Manual, Boxed",110.00,143.00,220.00,33.00,50.0%,65.0%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS995B,https://au.webuy.com/sell/product-detail?id=SLEGWIIS995B
"Silent Hill: Shattered Memories, Mint",144.00,168.00,240.00,24.00,60.0%,70.0%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS995A,https://au.webuy.com/sell/product-detail?id=SLEGWIIS995A
"Punch-Out!!, No Manual, Boxed",50.00,65.00,100.00,15.00,50.0%,65.0%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS884C,https://au.webuy.com/sell/product-detail?id=SLEGWIIS884C
"Project Zero 2 (16), No Manual, Boxed",28.00,44.00,80.00,16.00,35.0%,55.0%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS883C,https://au.webuy.com/sell/product-detail?id=SLEGWIIS883C
"Project Zero 2 (16), + Manual, Boxed",29.00,46.00,85.00,17.00,34.1%,54.1%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS883B,https://au.webuy.com/sell/product-detail?id=SLEGWIIS883B
"Project Zero 2 (16), Mint",38.00,60.00,110.00,22.00,34.5%,54.5%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS883A,https://au.webuy.com/sell/product-detail?id=SLEGWIIS883A
"Pokepark 2: Wonders Beyond, No Manual, Boxed",28.00,44.00,80.00,16.00,35.0%,55.0%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS861C,https://au.webuy.com/sell/product-detail?id=SLEGWIIS861C
"Pokepark 2: Wonders Beyond, Mint",47.00,61.00,95.00,14.00,49.5%,64.2%,Wii Rarities,1119,"Wii, Gaming Software",Store & Online,SLEGWIIS861A,https://au.webuy.com/sell/product-detail?id=SLEGWIIS861A
"Pandora's Tower, No Manual, Boxed",45.00,58.00,90.00,13.00,50.0%,64.4%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS830C,https://au.webuy.com/sell/product-detail?id=SLEGWIIS830C
"Pandora's Tower, + Manual, Boxed",67.00,87.00,135.00,20.00,49.6%,64.4%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS830B,https://au.webuy.com/sell/product-detail?id=SLEGWIIS830B
"Pandora's Tower, Mint",75.00,97.00,150.00,22.00,50.0%,64.7%,Wii Rarities,1119,"Wii, Gaming Software",Out of Stock,SLEGWIIS830A,https://au.webuy.com/sell/product-detail?id=SLEGWIIS830A
